"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Injured","# Victims Killed","# Subjects-Suspects Injured","# Subjects-Suspects Killed","# Subjects-Suspects Arrested",Operations
436234,"October 25, 2015",Arizona,Phoenix,"Seventh Street and Broadway",4,1,0,0,0,N/A
436240,"October 25, 2015","District of Columbia",Washington,"4300 block of Wheeler Road SE",5,0,0,0,0,N/A
436202,"October 25, 2015","North Carolina","Four Oaks","2339 Stricklands Crossroads Road",5,0,0,0,0,N/A
436219,"October 24, 2015","South Carolina",Bamberg,"682 Dixie Ave.",4,0,0,0,0,N/A
435144,"October 22, 2015",Tennessee,Nashville,"3500 John A. Merritt Blvd",3,1,0,0,2,N/A
433146,"October 19, 2015",Illinois,"Calumet City","300 Campbell Avenue",6,0,0,0,0,N/A
432711,"October 18, 2015",Louisiana,"New Orleans","2600 block of Caffin Avenue",4,0,0,0,0,N/A
432466,"October 17, 2015",Florida,"Fort Myers","2224 First St",4,1,0,0,1,N/A
432072,"October 17, 2015",Indiana,Elkhart,"160 Easy Shopping Pl",4,0,0,0,0,N/A
429410,"October 12, 2015",Georgia,Decatur,"4731 Glenwood Road",4,0,0,0,0,N/A
428215,"October 10, 2015",Tennessee,Memphis,"6135 Mount Moriah Road",6,0,0,0,0,N/A
428247,"October 10, 2015","North Carolina",Charlotte,"1900 block of West Boulevard",4,0,0,0,0,N/A
429614,"October 10, 2015",Illinois,Peoria,"2405 N Flora",3,1,0,0,6,N/A
427621,"October 9, 2015",Arizona,Flagstaff,"216 E Mountain View Dr",3,1,0,0,1,N/A
426256,"October 6, 2015",Maryland,Baltimore,"300 block of North Payson Street",5,0,0,0,0,N/A
424224,"October 2, 2015",Maryland,Baltimore,"5400 Reisterstown Road",4,1,0,0,0,N/A
423223,"October 1, 2015",Oregon,Roseburg,"1140 Umpqua College Rd",9,9,0,1,0,N/A
422064,"September 28, 2015",Illinois,Chicago,"300 block of West 42nd Street",2,3,0,0,3,N/A
422035,"September 28, 2015",Illinois,Chicago,"5300 block of South Aberdeen Street",3,2,0,0,0,N/A
422020,"September 28, 2015",Ohio,Dayton,"1921 Oakridge",4,0,0,0,0,N/A
421650,"September 28, 2015",Ohio,Cincinnati,"1800 block of Hewitt Ave",5,0,0,0,1,N/A
421014,"September 27, 2015",Georgia,Greenville,"1140 Hill Haven Road",10,0,0,0,2,N/A
421358,"September 27, 2015",Illinois,Chicago,"5200 block of South Justine",4,0,0,0,0,N/A
420855,"September 27, 2015",Missouri,"Kansas City","1700 E. 18th St.",4,0,0,0,0,N/A
426559,"September 25, 2015",Illinois,Danville,"1300 block of May Street",4,0,0,0,0,N/A
419718,"September 24, 2015",Illinois,Chicago,"5100 block of South Morgan Street",5,0,0,0,0,N/A
418964,"September 23, 2015",Florida,"Fort Myers","Dale St and Veronica S. Shoemaker Blvd",4,0,0,0,0,N/A
419250,"September 23, 2015",Louisiana,Shreveport,"2900 block of Peach Street",5,0,0,0,0,N/A
419826,"September 23, 2015",Georgia,Norcross,"1300 block of Reddington Lane",3,1,0,0,1,N/A
417013,"September 20, 2015",Oklahoma,Tulsa,"Pine and Yale",6,0,0,0,0,N/A
417284,"September 20, 2015",Pennsylvania,Philadelphia,"900 Pratt St",3,1,0,0,0,N/A
416872,"September 20, 2015",Illinois,Chicago,"5700 block of South LaSalle",5,1,0,0,0,N/A
416812,"September 19, 2015",Indiana,Indianapolis,"3900 block of Graceland Ave",3,1,0,0,0,N/A
418318,"September 17, 2015","South Dakota",Geddes,"36705 379th Street",0,5,0,1,0,N/A
415687,"September 17, 2015",Michigan,Albion,"500 block of W. Broadwell Street",4,0,0,0,0,N/A
414580,"September 15, 2015","New Jersey",Newark,"Irvine Turner Boulevard and West Kinney Street",4,0,0,0,0,N/A
413001,"September 13, 2015",Florida,Ocala,"1910 South Pine Avenue",5,1,0,0,3,N/A
412996,"September 12, 2015",Louisiana,Shreveport,"1500 block of Clanton Street",4,0,0,0,0,N/A
412487,"September 12, 2015","New York",Rochester,"36 Woodward Street",3,2,1,0,1,N/A
412529,"September 12, 2015",Minnesota,Minneapolis,"1st Ave. and N. 5th St.",6,0,0,0,3,N/A
412539,"September 12, 2015",Minnesota,Minneapolis,"1200 block of 22nd Ave. N.",3,1,0,0,0,N/A
412557,"September 11, 2015","North Carolina",Charlotte,"1000 North Carolina Music Factory Blvd.",4,0,1,0,2,N/A
409856,"September 8, 2015",Illinois,Chicago,"56th and Green",4,0,0,0,0,N/A
411888,"September 8, 2015",Georgia,Berlin,N/A,4,0,0,0,1,N/A
409732,"September 7, 2015",Indiana,Gary,"9300 block of Sunrise",4,2,0,0,0,N/A
409601,"September 7, 2015",Colorado,Denver,"1909 Blake Street",4,0,0,0,0,N/A
412040,"September 7, 2015",Minnesota,Excelsior,"Channel Drive",0,4,0,1,0,N/A
408449,"September 5, 2015","North Carolina",Charlotte,"6800 block of Fieldvale Place",3,1,0,0,0,N/A
408276,"September 5, 2015",Florida,"Daytona Beach","300 block of Pearl Street",4,0,0,0,0,N/A
409101,"September 5, 2015",Nevada,"Las Vegas","5000 block of Hollywood Boulevard",3,1,0,0,0,N/A
408256,"September 5, 2015",Missouri,Columbia,"1509 Ashley Street",4,0,0,0,1,N/A
404167,"August 30, 2015",Tennessee,Memphis,"3300 block of Sobota Circle",4,1,0,0,0,N/A
404238,"August 29, 2015",Tennessee,Bristol,"618 Henson Road",1,3,1,0,1,N/A
405133,"August 29, 2015",Texas,Tyler,"638 ENE Loop 323",3,1,0,0,4,N/A
403069,"August 28, 2015","New York",Brooklyn,"589 Flatbush Avenue",3,1,0,0,1,N/A
402623,"August 27, 2015",Florida,"Saint Augustine","S Bellagio Dr",2,2,0,0,1,N/A
403669,"August 27, 2015",California,Salinas,"928 Blanco Circle",2,2,0,0,1,N/A
401884,"August 26, 2015",Minnesota,"Minneapolis (Brooklyn Center)","5000 block of Drew Ave N",4,0,0,0,0,N/A
402113,"August 26, 2015",Illinois,Chicago,"3025 W. Van Buren Ave",2,2,0,0,1,N/A
402051,"August 26, 2015",Florida,"West Palm Beach","800 block of 19th Street",2,2,0,0,0,N/A
402108,"August 25, 2015",Louisiana,"New Orleans","Fern Street and Olive Street",3,1,0,0,0,N/A
400091,"August 23, 2015",California,Modesto,"1100 block of Kansas Avenue",7,1,0,0,0,N/A
399564,"August 22, 2015","New Mexico",Roswell,"302 East Reed Street",1,3,0,0,0,N/A
399883,"August 22, 2015",Florida,Orlando,"FL-408 and N Pine Hills Rd",4,0,0,0,0,N/A
399212,"August 21, 2015","North Carolina",Durham,"2700 block of Hinson Drive",8,0,0,0,0,N/A
399367,"August 21, 2015",Ohio,Cincinnati,"Mathis and Prentice",5,1,0,1,0,N/A
398361,"August 19, 2015","New York",Rochester,"500 Genesee St",3,3,0,0,3,N/A
395844,"August 16, 2015",Texas,"Fort Worth","3651 Sycamore School Rd",6,0,0,0,0,N/A
395757,"August 16, 2015",Illinois,Chicago,"5400 block of West Division Street",4,0,0,0,0,N/A
395718,"August 16, 2015","South Carolina",Bennettsville,"Highway 38N",5,0,0,0,1,N/A
395837,"August 15, 2015",Pennsylvania,Pittsburgh,"West Prospect Avenue",3,1,0,0,0,N/A
395694,"August 15, 2015",California,"Los Angeles","57th Street and South Normandie Avenue",4,0,0,0,0,N/A
395549,"August 15, 2015","South Carolina",Orangeburg,"2868 Bamberg Road",3,1,0,0,1,N/A
392131,"August 10, 2015",California,"Long Beach","1700 block of East 10th Street",4,0,0,0,0,N/A
391263,"August 9, 2015",Mississippi,Forest,"Poplar St",3,1,0,0,2,N/A
391219,"August 9, 2015",Michigan,Detroit,"15200 block of Hazelridge",3,1,0,0,0,N/A
391014,"August 9, 2015",Missouri,"Kansas City","40th Street and Pennsylvania Avenue",4,0,0,0,0,N/A
390914,"August 8, 2015","North Carolina",Gastonia,"4908 Greenwood Dr",3,1,0,1,0,N/A
390774,"August 8, 2015",Arkansas,Blytheville,"833 Anderson Street",11,1,0,0,1,N/A
390526,"August 8, 2015",Texas,Houston,"2211 Falling Oaks",0,8,0,0,1,N/A
390050,"August 7, 2015",Vermont,Barre,"3182 Airport Rd",0,4,0,0,1,N/A
389057,"August 6, 2015","South Carolina",Columbia,"1505 Garden Plaza",4,0,0,0,0,N/A
389149,"August 4, 2015",Missouri,"Saint Louis","2500 block of Semple",4,1,0,0,0,N/A
387194,"August 3, 2015","New York",Brooklyn,"98 Dwight Street",5,0,0,0,4,N/A
385779,"August 2, 2015","New York",Brooklyn,"Stanley Avenue and Crescent Street",9,0,0,0,0,N/A
386140,"August 2, 2015",Maryland,Baltimore,"2700 block of Garrison Avenue",7,0,0,0,0,N/A
385824,"August 2, 2015",Illinois,Chicago,"4800 block of West Kamerling Avenue",4,1,0,0,0,N/A
386066,"August 2, 2015",Georgia,Savannah,"Barnard Street",5,0,0,0,0,N/A
401742,"August 2, 2015",Illinois,Chicago,"6700 block of South Winchester Avenue",4,0,0,0,0,N/A
386937,"August 1, 2015",Florida,Orlando,"5801 Shenandoah Way",4,0,0,0,0,N/A
384662,"July 30, 2015",Pennsylvania,Pittsburgh,"Brushton Avenue",4,0,0,0,0,N/A
382459,"July 27, 2015",Illinois,Rockford,"900 block of Kent Street",5,0,0,0,0,N/A
381814,"July 26, 2015",Missouri,"Kansas City","Thompson and Colorado",3,2,0,0,0,N/A
382170,"July 26, 2015",Louisiana,"New Orleans","Piety and Treasure street",4,0,0,0,0,N/A
381433,"July 25, 2015",Virginia,Hopewell,"500 block of N. 7th Ave",4,0,0,0,1,N/A
382413,"July 24, 2015",Pennsylvania,Erie,"200 block of W 29th St",3,2,2,0,4,N/A
380162,"July 23, 2015",Louisiana,Lafayette,"3141 Johnson Street",9,2,0,1,0,N/A
382230,"July 22, 2015",Missouri,"Saint Louis","Fair Ave and Ashland Ave",6,0,0,0,2,N/A
379166,"July 22, 2015",Georgia,Suwanee,"5500 block of Old Atlanta Road",0,4,0,1,0,N/A
378452,"July 21, 2015",Florida,"Miami Gardens","Northwest 25th Avenue and Miami Gardens Drive",3,1,0,0,1,N/A
377878,"July 20, 2015","New York",Bronx,"E. 153rd St. and the Grand Concourse",6,0,0,0,0,N/A
377189,"July 19, 2015",Virginia,Suffolk,"100 block of North Capitol Street",4,0,0,0,0,N/A
377047,"July 19, 2015",Kentucky,Louisville,"2928 W Kentucky St",6,0,0,0,1,N/A
377181,"July 19, 2015","North Carolina","Rocky Mount","US-64 and E Raleigh Blvd",4,0,0,0,0,N/A
378102,"July 18, 2015",California,"San Diego","200 block of South Bancroft Street",4,0,0,0,0,N/A
390936,"July 18, 2015",California,"Santa Paula","Ojai-Santa Paula St",4,0,1,0,1,N/A
376702,"July 18, 2015",Oregon,Salem,"1550 Weston Ct NE",4,1,0,0,0,N/A
377423,"July 18, 2015",Louisiana,"Baton Rouge","300 block of Brice Street",2,2,0,0,0,N/A
376211,"July 17, 2015",Illinois,Chicago,"4400 block of W. Maypole",5,0,0,0,0,N/A
376823,"July 17, 2015","District of Columbia",Washington,"600 block of Edgewood St NE",3,1,0,0,0,N/A
376203,"July 17, 2015",Ohio,Cincinnati,"3100 block of Sunshine Ave",4,0,0,0,0,N/A
375773,"July 16, 2015",Texas,Dallas,"2261 Singleton Blvd",4,0,1,0,1,N/A
375022,"July 16, 2015",Tennessee,Chattanooga,"4051 Amnicola Hwy",2,5,0,1,0,N/A
375322,"July 15, 2015",Maryland,Baltimore,"3500 block of West Garrison Boulevard",3,1,0,0,0,N/A
375412,"July 15, 2015",Ohio,Cleveland,"700 block of Thornhill",7,0,0,0,0,N/A
374630,"July 15, 2015","South Carolina","Holly Hill","7050 Old State Rd",1,4,0,0,5,N/A
374602,"July 15, 2015",Georgia,Atlanta,"500 block of Center Hill Ave NW",4,0,0,0,0,N/A
374965,"July 15, 2015",Michigan,Detroit,"9200 block of Memorial",4,0,0,0,0,N/A
374292,"July 14, 2015",Missouri,"Saint Louis","1100 block of Riverview",4,0,0,0,0,N/A
373993,"July 13, 2015",California,Norwalk,"11959 162nd Street",4,0,0,0,0,N/A
373768,"July 13, 2015",California,Stockton,"400 block of McCloud Avenue",4,1,0,0,0,N/A
373095,"July 12, 2015",Illinois,"River Forest","116 Lathrop Ave",3,1,0,1,0,N/A
373063,"July 12, 2015","New Jersey","Jersey City","Sip and Van Wagenen avenues",4,0,0,0,0,N/A
370187,"July 7, 2015",Ohio,Cleveland,"East 162nd Street and Miles Avenue",3,1,0,0,1,N/A
370474,"July 7, 2015",Maryland,Baltimore,"900 block of West Fayette Street",1,3,0,0,0,N/A
369014,"July 5, 2015",Louisiana,Shreveport,"3500 block of Hearne Ave",5,0,1,0,2,N/A
368732,"July 5, 2015",Indiana,"Fort Wayne","1400 block of McCulloch Street",9,0,0,0,0,N/A
369196,"July 5, 2015","New Jersey","East Orange","200 block of S. Clinton St",3,1,0,0,0,N/A
369410,"July 4, 2015",Kentucky,Louisville,"2500 block of West Broadway",4,0,0,0,0,N/A
368987,"July 4, 2015",Massachusetts,Pittsfield,"Dewey Avenue",4,1,0,0,0,N/A
368867,"July 4, 2015","District of Columbia",Washington,"2600 block of Douglass Pl SE",3,1,0,0,4,N/A
368995,"July 4, 2015","New York",Syracuse,"Bellevue and Rich Street",4,0,0,0,0,N/A
369127,"July 4, 2015",Texas,"San Antonio","1100 block of West Avenue",4,0,0,0,0,N/A
367780,"July 2, 2015",Indiana,Indianapolis,"500 block of Lynn St",3,1,0,0,1,N/A
366046,"June 29, 2015",Florida,"Opa Locka","13450 NW 30th Ave",4,0,0,0,0,N/A
367099,"June 28, 2015",Illinois,Venice,"1430 Broadway",6,0,0,0,2,N/A
365391,"June 28, 2015",Michigan,Detroit,"Gratiot and Loretto",5,0,0,0,1,N/A
365399,"June 28, 2015",Delaware,Harrington,"100 block of East St",6,0,0,0,2,N/A
364872,"June 27, 2015",Massachusetts,Taunton,"Weir Street",3,1,0,0,1,N/A
364789,"June 27, 2015",Michigan,Detroit,"Stringham Court",4,0,0,0,0,N/A
364210,"June 25, 2015",Louisiana,"New Orleans","2588 Martin Luther King Jr Blvd",4,0,0,0,0,N/A
363418,"June 24, 2015","New York","New York (Manhattan)","2110 Madison Ave",4,0,0,0,0,N/A
361948,"June 22, 2015",Pennsylvania,Philadelphia,"700 block of East Hilton Street",7,0,0,0,2,N/A
361708,"June 21, 2015",Kentucky,Lexington,"726 Georgetown St",4,1,0,0,0,N/A
361198,"June 20, 2015",Pennsylvania,Philadelphia,"4100 block of Ogden St",10,0,0,0,1,N/A
360895,"June 20, 2015","North Carolina",Morven,"6066 Robinson Bridge Rd",4,0,0,0,2,N/A
361212,"June 20, 2015",Michigan,Detroit,"Dexter and Webb",11,1,0,0,0,N/A
361014,"June 19, 2015","Rhode Island",Woonsocket,"80 River Street",4,0,0,0,1,N/A
359830,"June 17, 2015","South Carolina",Charleston,"110 Calhoun Street",0,9,0,0,1,N/A
359215,"June 16, 2015",Florida,"Miami Gardens","600 block of Northwest 177th Street",4,0,0,0,1,N/A
358117,"June 15, 2015","New York",Brooklyn,"673 Flatbush Avenue",4,0,0,0,0,N/A
357597,"June 14, 2015","New Jersey",Camden,"2800 block of Mitchell Street",3,1,0,0,0,N/A
357667,"June 14, 2015",Oklahoma,Tulsa,"1800 block of North Kingston",4,0,0,0,0,N/A
357611,"June 14, 2015",Missouri,"Saint Louis","1400 block of North Market Street",4,0,0,0,0,N/A
357732,"June 13, 2015",Georgia,Fayetteville,"600 block of Highway 279",4,1,0,0,1,N/A
357590,"June 13, 2015",Oklahoma,"Oklahoma City","500 block of SE 69th St",4,0,0,0,2,N/A
357770,"June 13, 2015",Georgia,Milledgeville,"451 North Flynn Street",3,1,0,0,0,N/A
357701,"June 13, 2015","New York",Bronx,"2409 Creston Avenue",5,0,0,0,0,N/A
357164,"June 13, 2015",Ohio,Columbus,"1623 E. Hudson Street",1,4,0,0,2,N/A
357220,"June 12, 2015",Florida,Allapattah,"24th Avenue and 36th Street",4,0,0,0,0,N/A
356065,"June 11, 2015",Connecticut,Bridgeport,"468 Trumbull Ave",8,1,0,0,2,N/A
355883,"June 11, 2015",Texas,Houston,"3400 block of Burkett",3,1,0,0,0,N/A
355644,"June 10, 2015",California,"Los Angeles","South Vermont Avenue and West 88th Street",3,1,0,0,0,N/A
355267,"June 9, 2015",Missouri,"Saint Louis","North Market Street and North Spring Avenue",3,1,0,0,0,N/A
353854,"June 7, 2015",Montana,"Deer Lodge","Boulder Creek Road",0,4,0,1,0,N/A
353536,"June 6, 2015","New York",Buffalo,"100 block of Warren Avenue",4,1,0,0,1,N/A
353037,"June 6, 2015",Illinois,Chicago,"100 block of North Lorel Avenue",5,0,0,0,0,N/A
353382,"June 5, 2015",Iowa,Davenport,"900 block of West 3rd St",5,0,0,0,0,N/A
352779,"June 5, 2015",Louisiana,"New Orleans","2100 block of Governor Nicholls Street",3,1,0,0,0,N/A
351936,"June 3, 2015","New York",Wyandanch,"Davidson Street",1,3,0,0,0,N/A
350182,"May 31, 2015",Georgia,Conyers,"4669 Bell Road SE",2,2,0,1,0,N/A
350163,"May 31, 2015",Ohio,Cleveland,"16209 block of Laverne Avenue",1,2,0,1,0,N/A
350021,"May 31, 2015",Maryland,Springdale,"9222 Ardwick Ardmore Road",3,1,0,0,0,N/A
349976,"May 31, 2015",Connecticut,"New Haven","849 Chapel Street",5,0,0,0,1,N/A
349289,"May 30, 2015",California,"San Diego","4200 block of Market Street",4,0,0,0,0,N/A
348606,"May 28, 2015",Nebraska,Omaha,"84th and Q",4,0,0,0,0,N/A
348620,"May 28, 2015",Illinois,Chicago,"6200 block of South Honore Street",5,0,0,0,0,N/A
348673,"May 28, 2015",Pennsylvania,Chester,"2700 block of West 3rd Street",3,1,0,0,0,N/A
346725,"May 26, 2015",Louisiana,"New Orleans","6700 block of Tara Lane",2,2,0,0,0,N/A
346097,"May 25, 2015",Illinois,Decatur,"1816 N Water",4,1,0,0,1,N/A
345681,"May 24, 2015",Massachusetts,Brockton,"1002 Main St",5,0,0,0,1,N/A
345749,"May 24, 2015",Michigan,Flint,"W. 12th Street and Hammerberg Road.",7,0,0,0,1,N/A
346320,"May 24, 2015",Alabama,Montgomery,"Smiley Court",3,1,0,0,2,N/A
346179,"May 24, 2015",Missouri,"Saint Louis","2700 block of Dayton",4,0,0,0,0,N/A
346202,"May 23, 2015",California,Fresno,"2400 block of South 9th Street",2,2,0,0,0,N/A
344302,"May 20, 2015",Maryland,Baltimore,"800 block of Linwood Avenue",3,1,0,0,3,N/A
343106,"May 18, 2015",Missouri,Kinloch,"8000 block of School Way",4,0,0,0,0,N/A
342589,"May 18, 2015",Florida,Miami,"Northwest 75th Street and Northwest 16th Avenue",4,1,0,0,0,N/A
341622,"May 17, 2015",Texas,Waco,"4671 S Jack Kultgen Fwy",18,9,0,0,0,N/A
341465,"May 16, 2015",Wisconsin,Milwaukee,"28th Street and Auer Avenue",5,0,0,0,3,N/A
341162,"May 16, 2015","New York",Rochester,"188 Lewis Street",4,0,0,0,0,N/A
341232,"May 16, 2015",Maryland,Baltimore,"1700 block of North Broadway",5,0,0,0,0,N/A
339229,"May 12, 2015",Arizona,Tucson,"800 block of West Calle Medina Road",0,4,0,1,0,N/A
340280,"May 12, 2015",Maryland,"Capitol Heights","4700 block of Pard Rd",4,1,0,0,0,N/A
337855,"May 10, 2015",Ohio,Cleveland,"3600 block of Bosworth Rd",4,1,0,0,1,N/A
338034,"May 10, 2015","New Jersey","Jersey City","Bostwick Avenue",4,0,0,0,5,N/A
337767,"May 10, 2015","New Jersey",Newark,"19th Avenue and South 16th Street",3,1,0,0,4,N/A
335903,"May 7, 2015",Ohio,Cincinnati,"2300 block of Baltimore Avenue",4,0,0,0,0,N/A
336622,"May 7, 2015",Michigan,Detroit,"16000 block of Cathedral Street",4,0,0,0,8,N/A
334681,"May 4, 2015","New York",Buffalo,"100 block of Roosevelt Avenue",3,1,0,0,0,N/A
334033,"May 3, 2015",Indiana,"South Bend","1600 block of South William Street",4,0,0,0,1,N/A
334047,"May 3, 2015","New York",Bronx,"University Avenue",4,0,0,0,0,N/A
333576,"May 3, 2015",Ohio,Dayton,"2801 Germantown Street",6,1,0,0,0,N/A
333584,"May 3, 2015",Texas,Houston,"San Jacinto St and Elgin St",6,0,0,0,0,N/A
333750,"May 3, 2015",Wisconsin,Menasha,"Friendship Trail",1,3,0,1,0,N/A
332732,"May 1, 2015",Wisconsin,Milwaukee,"3700 block of 37th Street",3,2,0,0,2,N/A
330611,"April 27, 2015","New York",Brooklyn,"1365 Flatbush Ave",4,2,0,0,1,N/A
330750,"April 27, 2015",Arizona,"Gila Bend","State Route 85",2,2,0,0,0,N/A
329463,"April 25, 2015","New Jersey",Trenton,"Wood Street",4,0,0,0,0,N/A
329322,"April 25, 2015","New York",Gates,"24 Hinchey Rd",6,1,0,0,1,N/A
326792,"April 21, 2015",Texas,Killeen,"420 Gilmer St",3,2,0,0,1,N/A
325862,"April 19, 2015",Virginia,Richmond,"200 block of West Hill Street",4,0,0,0,0,N/A
327341,"April 18, 2015",Alabama,Montgomery,"1800 block of Gibbs Court",5,0,0,0,0,N/A
325445,"April 18, 2015",Pennsylvania,Williamsport,"321 Pine St",5,0,0,0,2,N/A
325166,"April 18, 2015","North Carolina",Lumberton,"Martin Luther King Drive",3,1,0,0,0,N/A
325207,"April 18, 2015","North Carolina",Charlotte,"Bost Street",4,0,0,0,0,N/A
325618,"April 18, 2015","New Jersey",Paterson,"Rosa Parks Blvd and Godwin Ave",3,1,0,0,2,N/A
324424,"April 16, 2015",Arizona,Phoenix,"4300 block of East Anderson Drive",0,4,0,1,0,N/A
319808,"April 7, 2015",Georgia,Rome,"20 Copeland Street",3,1,0,0,1,N/A
318125,"April 5, 2015",Pennsylvania,Pittsburgh,"Dinwiddie Street",3,1,0,0,0,N/A
318221,"April 5, 2015",Kentucky,Louisville,"40th and Grand Street",4,1,0,0,0,N/A
318297,"April 5, 2015",Indiana,Indianapolis,"5000 block of Wildflower Court",5,0,0,0,1,N/A
318531,"April 5, 2015",Michigan,"Benton Harbor","1000 block of Blossom Lane",4,0,0,0,0,N/A
317165,"April 3, 2015",Florida,"Daytona Beach","300 block of Henry Butts Drive",4,0,0,0,2,N/A
316795,"April 2, 2015",Maryland,Baltimore,"1900 block of West Lanvale Street",5,0,0,0,0,N/A
314044,"March 27, 2015",Florida,"Panama City Beach","5312 Thomas Drive",7,0,0,0,1,N/A
313304,"March 26, 2015",Texas,Amarillo,"3100 block of Redwood",4,0,0,0,0,N/A
312119,"March 24, 2015",Indiana,Indianapolis,"3100 block of N Harding St",0,4,0,0,0,N/A
