"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Injured","# Victims Killed","# Subjects-Suspects Injured","# Subjects-Suspects Killed","# Subjects-Suspects Arrested",Operations
1582816,"December 29, 2019",Illinois,Danville,"1803 block of Westview Ave",5,0,0,0,0,N/A
1582197,"December 29, 2019","New York",Buffalo,"50 block of Henrietta Ave",3,1,0,0,0,N/A
1583444,"December 29, 2019",California,Ceres,"800 block of Allacante Dr",5,0,0,0,0,N/A
1581590,"December 27, 2019",California,Modesto,"1900 block of Vernon Ave",3,1,0,0,0,N/A
1581103,"December 27, 2019",Texas,Houston,"500 block of Smart St",7,2,0,0,4,N/A
1581476,"December 27, 2019",Georgia,Kennesaw,"1575 Ridenour Pkwy NW",4,0,0,0,0,N/A
1580308,"December 26, 2019",Florida,"Saint Petersburg","4300 6th St S",5,0,0,0,0,N/A
1579889,"December 25, 2019",California,Oakland,"2100 block of 34th Ave",4,0,0,0,0,N/A
1579970,"December 25, 2019",Iowa,Coralville,"954 Boston Way",3,1,0,0,2,N/A
1579856,"December 25, 2019",Virginia,Richmond,"1800 E Main St",3,1,0,0,0,N/A
1579266,"December 24, 2019",Louisiana,"New Orleans","6400 block of General Meyer Ave",4,0,0,0,0,N/A
1594317,"December 24, 2019",Illinois,Joliet,"1200 block of Cutter Ave",5,0,0,0,0,N/A
1579220,"December 24, 2019","North Carolina","High Point","1226 Montlieu Ave",6,0,0,0,0,N/A
1577577,"December 22, 2019",Maryland,Baltimore,"225 Park Ave",7,0,0,0,0,N/A
1577688,"December 22, 2019",Minnesota,"Minneapolis (Spring Lake Park)","8407 Plaza Blvd NE",7,1,0,0,0,N/A
1577518,"December 22, 2019",Illinois,Chicago,"5700 block of S May St",12,0,1,0,2,N/A
1578711,"December 21, 2019",Louisiana,Edgard,"2555 LA-18",4,0,0,0,1,N/A
1577046,"December 20, 2019",Mississippi,Waynesboro,"Turner St",6,1,0,0,1,N/A
1577438,"December 20, 2019",Alabama,Tuskegee,"2900 block of Davison St",2,2,0,0,0,N/A
1575175,"December 18, 2019",Texas,"San Antonio","2418 SW Military Dr",4,0,0,0,4,N/A
1573754,"December 17, 2019",Montana,"Great Falls","1701 10th Ave S",1,3,0,1,0,N/A
1572275,"December 15, 2019",Georgia,Columbus,"600 block of 32nd St",4,1,0,0,0,N/A
1573471,"December 14, 2019",California,Ivanhoe,"15700 block of Paradise Ave",4,0,0,0,0,N/A
1571348,"December 12, 2019",Missouri,"Saint Louis (Moline Acres)","9900 block of Lewis and Clark Blvd",3,1,0,0,1,N/A
1568230,"December 10, 2019","New Jersey","Jersey City","223 Martin Luther King Dr",3,4,0,2,0,N/A
1567932,"December 8, 2019",Texas,Desoto,"200 block of W Wintergreen Rd",3,2,0,0,0,N/A
1567231,"December 8, 2019",Louisiana,"New Orleans","3801 Washington Ave",4,1,0,0,0,N/A
1565216,"December 6, 2019",Florida,Pensacola,"280 Taylor Rd",8,3,0,1,0,N/A
